chrom	start	end	cpg_label	summary_label	compare_label	background_category	category_pop_count	category_pop_freq	asm_fishers_pvalue	mean_hap1_methyl	mean_hap2_methyl	mean_meth_delta	mean_abs_meth_delta_zscore	mean_combined_methyl	mean_combined_methyl_delta	mean_combined_methyl_zscore	num_phased_cpgs	num_partial_cpgs	num_unphased_cpgs	median_total_coverage	median_hap1_coverage	median_hap2_coverage
chr6	29457072	29458071	promoter_OR11A1_HGNC:8176	Unmethylated	HypoMethylated	MALE	0	0.0	0.01542327123972577	0.16666666666666666	0.43333333333333335	0.26666666666666666	0.6207381433926614	0.1366666666666667	-0.6863290913333333	-5.371427939211359	3	0	0	25	15	10
chr6	29584121	29585120	promoter_OR2H2_HGNC:8253	AlleleSpecificMethylation	Uncategorized	MALE	2	0.012987012987012988	1.6836382577547547e-6	0.31111111111111117	0.8222222222222222	0.5111111111111111	2.9637901292023288	0.5545454545454545	-0.32255359945454554	-3.915537635975958	5	0	0	22	9	9
chr6	30113091	30114090	promoter_TRIM31_HGNC:16289	Unmethylated	HypoMethylated	MALE	0	0.0	1.0	0.25	0.22954545454545452	-0.02045454545454546	-1.1149753283089372	0.18344155844155843	-0.6119546695584416	-6.340027557317982	4	0	0	21	11	10
chr6	31571289	31572288	promoter_LTA_HGNC:6709	Unmethylated	HypoMethylated	MALE	3	0.01948051948051948	1.0	0.0	0.0	0.0	-1.2641072976667984	0.0	-0.640614855	-3.9682237941582503	15	0	0	14	9	5
chr6	31574565	31575564	promoter_TNF_HGNC:11892	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.0008020016558163155	0.0375	0.14464285714285713	0.10714285714285714	-0.07780521421817987	0.046875	-0.410203188	-4.905272451267686	20	0	0	16	8	8
chr6	31621774	31622773	promoter_ENSG00000291302_HGNC:NA	AlleleSpecificMethylation	HyperASM	MALE	3	0.01948051948051948	4.902511424892975e-12	0.7333333333333334	0.17083333333333334	-0.5625	3.665317630565871	0.4033088235294118	-0.16929418147058828	-1.394143718796013	10	0	0	16	6	8
chr6	32109339	32110338	promoter_TNXB_HGNC:11976	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.1512778273965744e-9	0.7916666666666666	0.26851851851851855	-0.5231481481481483	4.15718714896413	0.4528388278388278	-0.1516067581611722	-2.2155504771481227	12	0	0	14	5	9
chr6	32636406	32637405	promoter_HLA-DQA1_HGNC:4942	Unmethylated	HypoMethylated	MALE	0	0.0	7.622019321337946e-9	0.0	0.08738095238095236	0.08738095238095236	-0.1450188167801051	0.04310344827586205	-0.6585964367241379	-6.616464681471439	20	0	0	29	15	14
chr6	32666658	32667657	promoter_HLA-DQB1_HGNC:4944	Unmethylated	HypoMethylated	MALE	40	0.2597402597402597	1.0	0.0	0.0	0.0	-1.0929337468428695	0.015882616487455196	-0.24643588451254478	-3.287706959300216	12	0	0	31	18	13
chr6	33074990	33075989	promoter_HLA-DPB1_HGNC:4940	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	1.0	0.0	0.0	0.0	-1.34460433575961	0.0	-0.441250013	-4.436828815284289	7	0	0	24	15	8
chr6	33073650	33074649	promoter_HLA-DPA1_HGNC:4938	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	7.370277723486021e-8	0.0	0.2916666666666667	0.2916666666666667	3.4545206531436814	0.03530377668308702	-0.28909630031691297	-10.138997947551319	6	0	0	29	18	10
chr6	36696826	36697825	promoter_RAB44_HGNC:21068	AlleleSpecificMethylation	Uncategorized	MALE	6	0.03896103896103896	1.1642367990553363e-9	1.0	0.4583333333333333	-0.5416666666666666	2.202881852673442	0.6944444444444445	0.3750678324444445	2.042471166881268	6	0	0	18	6	12
chr6	37004655	37005654	promoter_FGD2_HGNC:3664	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.4300518134714905	0.011904761904761904	0.0	-0.011904761904761904	-1.255734593890424	0.0	-0.719273503	-7.4258369530072885	14	0	0	14	6	8
chr6	48111198	48112197	promoter_PTCHD4_HGNC:21345	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.031158876339519217	0.016666666666666666	0.115625	0.09895833333333334	-0.7788319440479042	0.07394153225806452	-0.5947130067419355	-4.195118079494342	4	0	0	31	16	15
chr6	49713544	49714543	promoter_CRISP2_HGNC:12024	AlleleSpecificMethylation	HyperASM	MALE	2	0.012987012987012988	9.327431697379681e-57	0.34150596877869605	0.9090909090909094	0.5675849403122131	4.029755686110964	0.6261904761904762	-0.08573283480952376	-0.872570177080229	33	0	0	20	11	9
chr6	49964165	49965164	promoter_DEFB114_HGNC:18095	AlleleSpecificMethylation	Uncategorized	MALE	47	0.3051948051948052	2.7318992985812157e-12	0.26666666666666666	0.9052197802197803	0.6385531135531136	1.1073754893243464	0.5163793103448275	-0.12569038565517243	-0.806932259719146	4	0	0	29	16	13
chr6	53665757	53666756	promoter_KLHL31_HGNC:21353	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.2519282878686143e-29	0.8492063492063492	0.2126984126984127	-0.6365079365079366	6.313061201566661	0.6620289855072464	-0.15649296349275355	-2.2810082727473	15	0	0	23	15	7
chr6	55326469	55327468	promoter_GFRAL_HGNC:32789	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	0.014512238935762322	0.007575757575757576	0.07234432234432235	0.06476856476856477	-0.8215746653388519	0.0329520697167756	-0.48038905528322434	-3.785747703886382	6	0	0	36	22	14
chr6	88046841	88047840	promoter_SPACA1_HGNC:14967	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.115833014617743e-158	0.9375	0.2855072463768115	-0.6519927536231884	5.448316295979555	0.634642356241234	-0.022444709758766	-0.23555423594139413	46	0	0	31	16	15
chr6	99994224	99995223	promoter_MCHR2_HGNC:20867	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	4.107502677804849e-27	0.07777777777777778	0.668639053254438	0.5908612754766602	4.1899666367894	0.38811188811188824	0.021787098111888226	0.2625259051350849	13	0	0	23	10	13
chr6	112254568	112255567	promoter_LAMA4_HGNC:6484	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	1.7362568214392295e-19	0.76	0.18406593406593405	-0.575934065934066	5.151803878749775	0.5220685111989459	-0.11357479480105404	-1.0851332840932801	10	0	0	24	10	14
chr6	123636951	123637950	promoter_TRDN_HGNC:12261	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.003113167211285194	0.3696969696969697	0.07692307692307693	-0.29277389277389276	0.6812468225332401	0.1678743961352657	-0.5312203698647343	-3.6511119513070747	3	0	0	24	11	13
chr6	144008260	144009259	promoter_PLAGL1_HGNC:9046	AlleleSpecificMethylation	Uncategorized	MALE	141	0.9155844155844156	4.171736465307596e-279	0.24015376130959207	0.9530279948236599	0.712874233514068	-1.8067472095996786	0.566195347007672	-0.002062984992327932	-0.029262598187375692	63	0	0	34	17	17
chr6	154038240	154039239	promoter_OPRM1_HGNC:8156	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.12380952380952381	0.12996777658431793	0.006158252774794125	-1.2438430900471733	0.16156777077829712	-0.24292652622170288	-3.530006350872055	7	0	0	38	15	21
chr6	158649054	158650053	promoter_SYTL3_HGNC:15587	Unmethylated	HypoMethylated	MALE	6	0.03896103896103896	0.002288807025735103	0.19387755102040818	0.047619047619047616	-0.14625850340136054	0.269497528097775	0.0	-0.369305193	-4.284999351805787	14	0	0	18	7	8
chr6	167122096	167123095	promoter_CCR6_HGNC:1607	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.14515462750748706	0.0	0.008695652173913044	0.008695652173913044	-1.0565975711732265	0.005016722408026756	-0.7321840355919732	-7.099761381843182	23	0	0	26	16	10
chr6	167157981	167158980	promoter_GPR31_HGNC:4486	Unmethylated	HypoMethylated	MALE	0	0.0	6.846842179133948e-11	0.042735042735042736	0.4305555555555556	0.3878205128205129	1.6451793232414502	0.12323807432503082	-0.3667102116749692	-3.530201638549102	9	0	0	23	13	8
chr7	831476	832475	promoter_SUN1_HGNC:18587	Unmethylated	HypoMethylated	MALE	0	0.0	0.01198431373037672	0.035606060606060606	0.0	-0.035606060606060606	-0.7277520923015922	0.009259259259259259	-0.4766857737407408	-7.608247569593375	24	0	0	17	10	7
chr7	2687202	2688201	promoter_AMZ1_HGNC:22231	Unmethylated	HypoMethylated	MALE	0	0.0	3.154442162914882e-20	0.06525252525252524	0.31265432098765433	0.24740179573512905	4.726214221953158	0.17395061728395061	-0.2017510417160494	-4.593577119820146	45	0	0	20	11	9
chr7	27143682	27144681	promoter_HOXA5_HGNC:5106	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	3.1340193527089604e-174	0.11034858387799563	0.8972222222222223	0.786873638344226	6.83573262115042	0.37800213675213684	-0.4393781052478632	-4.526058646755815	60	0	0	25	18	6
chr7	34657218	34658217	promoter_NPSR1_HGNC:23631	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.9783115840512766e-28	0.8931372549019608	0.2923076923076923	-0.6008295625942683	8.222512785063728	0.5988172043010753	-0.2725128286989247	-3.93803630023581	10	0	0	31	18	13
chr7	48029108	48030107	promoter_SUN3_HGNC:22429	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	1.665174044241601e-16	0.884090909090909	0.298076923076923	-0.586013986013986	4.449895302190622	0.5871829710144927	-0.3016837409855073	-4.411075255354742	8	0	0	23	10	13
chr7	50782897	50783896	promoter_GRB10_HGNC:4564	AlleleSpecificMethylation	Uncategorized	MALE	124	0.8051948051948052	4.688733976287446e-83	0.9939682539682541	0.2	-0.793968253968254	0.14063235159885618	0.6303375196232338	0.04425465462323386	0.6719429205160534	35	0	0	14	9	5
chr7	74209006	74210005	promoter_LAT2_HGNC:12749	Unmethylated	HypoMethylated	MALE	23	0.1503267973856209	0.000049092119217741	0.28125	0.0	-0.28125	2.3031551063941924	0.023809523809523808	-0.2305616981904762	-4.365113830078143	8	20	0	12	4	7
chr7	80637642	80638641	promoter_CD36_HGNC:1663	Unmethylated	HypoMethylated	MALE	0	0.0	0.0022025899115110663	0.1875	0.42857142857142855	0.24107142857142855	0.9933791380253792	0.1733333333333333	-0.6342100586666667	-8.157708601940474	5	0	0	30	16	14
chr7	81770048	81771047	promoter_HGF_HGNC:4893	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	2.0382924363252812e-42	0.6984848484848485	0.06666666666666667	-0.6318181818181817	4.963721727168295	0.298670465337132	0.105211618337132	1.1111195421950792	15	0	0	26	11	15
chr7	94656134	94657133	promoter_SGCE_HGNC:10808	AlleleSpecificMethylation	Uncategorized	MALE	135	0.8766233766233766	0.0	0.0	0.89453125	0.89453125	1.236837000605317	0.42851139601139604	0.008671387011396026	0.13456383650051976	64	0	0	25	13	12
chr7	122995701	122996700	promoter_TAS2R16_HGNC:14921	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.5135878912968598	0.0	0.02040816326530612	0.02040816326530612	-1.0229469336229282	0.005952380952380952	-0.708625437047619	-6.27899055042848	7	0	0	24	10	14
chr7	123654866	123655865	promoter_LMOD2_HGNC:6648	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.0789711080614507e-6	0.3860294117647059	0.9	0.5139705882352941	3.604384337188793	0.5536666666666668	-0.3233604873333332	-3.0503248538561927	5	0	0	24	16	6
chr7	130491085	130492084	promoter_MEST_HGNC:7028	AlleleSpecificMethylation	Uncategorized	MALE	122	0.7922077922077922	3.688189642317632e-265	0.05364127398025704	0.9854721549636803	0.9318308809834234	-0.13349317444414666	0.44176755447941873	-0.08104542852058128	-1.147442949692772	59	0	0	21	14	7
chr7	137343734	137344733	promoter_PTN_HGNC:9630	Unmethylated	HypoMethylated	MALE	8	0.05194805194805195	3.574337674849196e-11	0.0	0.18552036199095023	0.18552036199095023	1.6178694672379323	0.04142447492831124	-0.24979963407168876	-4.717375787455221	17	0	0	23	10	14
chr7	138075459	138076458	promoter_AKR1D1_HGNC:388	Unmethylated	HypoMethylated	MALE	0	0.0	0.015565754234463217	0.09967320261437908	0.27243589743589747	0.17276269482151835	-0.10688249270791239	0.09035965888023731	-0.6710443361197627	-6.080044248560419	4	0	0	30	17	13
chr7	142258059	142259058	promoter_PRSS58_HGNC:39125	Unmethylated	HypoMethylated	MALE	0	0.0	0.0004162413228992782	0.3888888888888889	0.0	-0.3888888888888889	2.3711888160026047	0.13793103448275862	-0.7837287305172413	-11.933099478086366	2	0	0	29	18	11
chr7	149238651	149239650	promoter_ZNF212_HGNC:13004	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	1.4576416441805366e-7	0.3116883116883117	0.12121212121212122	-0.19047619047619047	2.0685602499749107	0.16659451659451657	-0.2276056154054834	-3.149176394542709	33	0	0	20	7	9
chr8	167025	168024	promoter_OR4F21_HGNC:19583	AlleleSpecificMethylation	Uncategorized	MALE	5	0.03496503496503497	2.8731204939530886e-7	0.20833333333333334	0.8444444444444444	0.6361111111111112	2.4684087031031505	0.5555555555555556	-0.19356182944444444	-1.2353927528895585	3	0	0	27	8	15
chr8	7486401	7487400	promoter_DEFB106B_HGNC:28879	Unmethylated	HypoMethylated	MALE	0	0.0	0.00018337898426995102	0.37070707070707065	0.14619883040935672	-0.224508240297714	0.6574343026141914	0.19993279569892472	-0.5340155303010753	-5.141338013956144	9	0	0	32	11	19
chr8	7486679	7487678	promoter_DEFB105B_HGNC:29930	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.0016690511386473334	0.10389610389610392	0.007518796992481203	-0.0963773069036227	-0.6942580454361851	0.03585829493087557	-0.6094327800691245	-4.6428511983768335	7	0	0	32	11	19
chr8	7823881	7824880	promoter_DEFB105A_HGNC:18087	AlleleSpecificMethylation	Uncategorized	MALE	12	0.07792207792207792	3.512000101370228e-17	0.5714285714285713	0.025210084033613443	-0.5462184873949579	1.61240235219926	0.10344827586206896	-0.496985903137931	-3.3000679908849335	7	0	0	29	9	17
chr8	11493387	11494386	promoter_BLK_HGNC:1057	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.0	0.0	0.0	-1.2280638983733585	0.0	-0.865215413	-8.091520735793802	13	0	0	19	12	7
chr8	22041820	22042819	promoter_FGF17_HGNC:3673	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	8.045488683132907e-21	0.19047619047619047	0.7301587301587303	0.5396825396825398	4.429259604313162	0.4149659863945579	0.12759374339455787	1.6334959415052506	21	0	0	14	8	6
chr8	23225103	23226102	promoter_TNFRSF10A_HGNC:11904	Unmethylated	HypoMethylated	MALE	0	0.0	3.074111157992392e-6	0.27011494252873564	0.15237068965517242	-0.1177442528735632	1.5827192313230698	0.17711598746081503	-0.30794849553918496	-9.905948694854242	58	0	0	21	6	15
chr8	24383285	24384284	promoter_ADAMDEC1_HGNC:16299	AlleleSpecificMethylation	Uncategorized	MALE	0	0.0	9.551328559363095e-16	0.5714285714285714	0.012987012987012988	-0.5584415584415584	2.8831852052451903	0.3197278911564626	-0.5081430578435374	-6.177007855459048	7	0	0	21	10	11
chr8	37966600	37967599	promoter_ADRB3_HGNC:288	Methylated	HyperMethylated	MALE	0	0.0	0.000049122784937496926	0.8744755244755245	0.7115384615384616	-0.16293706293706298	0.26064745711235165	0.8118401206636501	0.36463106166365006	5.094086249610869	26	0	0	17	10	7
chr8	39912891	39913890	promoter_IDO1_HGNC:6059	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	5.7456104630806384e-6	0.28095238095238095	0.017857142857142856	-0.2630952380952381	1.2173594320431906	0.10119047619047618	-0.33557010780952384	-4.61003042684392	7	0	0	24	15	8
chr8	132059383	132060382	promoter_OC90_HGNC:8100	Unmethylated	HypoMethylated	MALE	0	0.0	0.00031541839102332237	0.15	0.4459325396825397	0.2959325396825397	0.4648364993779709	0.19681480048159614	-0.4768092785184038	-3.605533231264276	8	0	0	17	9	8
chr9	5437926	5438925	promoter_PLGRKT_HGNC:23633	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.0	0.0	0.0	-1.3114667575191115	0.0	-0.353457767	-5.6375819447075495	28	0	0	24	14	10
chr9	12692385	12693384	promoter_TYRP1_HGNC:12450	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.39219421484578165	0.10555555555555556	0.027777777777777776	-0.07777777777777778	-0.8384494134449051	0.03758377425044091	-0.5600467527495591	-4.014221951898119	3	0	0	27	16	11
chr9	14910429	14911428	promoter_FREM1_HGNC:23399	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	6.685498080927691e-53	0.22781065088757396	0.9457013574660634	0.7178907065784894	7.2702097045090435	0.6612903225806452	-0.1402447624193548	-1.3635800299339094	13	0	0	31	13	17
chr9	36003868	36004867	promoter_OR13C7_HGNC:15102	Unmethylated	HypoMethylated	MALE	0	0.0	3.5364076616404284e-6	0.019230769230769232	0.36625874125874125	0.34702797202797203	0.3993098852724634	0.11772435897435897	-0.6579563440256411	-4.473452452453198	4	0	0	25	13	12
chr9	81927428	81928427	promoter_SPATA31D4_HGNC:38601	Unmethylated	HypoMethylated	MALE	0	0.0	0.003591148162201968	0.006993006993006993	0.08409090909090909	0.07709790209790211	-0.5485788306780635	0.03804347826086957	-0.7670554597391304	-6.231575305345263	11	0	0	22	13	9
chr9	97938173	97939172	promoter_HEMGN_HGNC:17509	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.9977059034897585e-8	0.875	0.125	-0.75	7.476055730293277	0.1336206896551724	-0.0836912573448276	-1.2906993476603323	4	0	0	29	4	16
chr9	104618205	104619204	promoter_OR13C9_HGNC:15104	Unmethylated	HypoMethylated	MALE	0	0.0	0.029030483089412577	0.1851851851851852	0.037037037037037035	-0.14814814814814817	0.0005993165160295543	0.10136452241715399	-0.727336101582846	-6.959241655626051	6	0	0	18	9	9
chr10	5003858	5004857	promoter_AKR1C2_HGNC:385	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	0.012428967886877322	0.22727272727272727	0.0	-0.22727272727272727	0.20057758650575033	0.04	-0.57811145	-3.2462411941555587	2	0	0	25	11	14
chr10	27414369	27415368	promoter_PTCHD3_HGNC:24776	AlleleSpecificMethylation	Uncategorized	MALE	97	0.6298701298701299	3.976135469962385e-58	0.6507352941176472	0.0	-0.6507352941176472	0.3588134019931089	0.27786918963389556	-0.21103353836610445	-1.5793571517680605	13	0	0	33	16	17
chr10	45315609	45316608	promoter_OR13A1_HGNC:14772	AlleleSpecificMethylation	Uncategorized	MALE	0	0.0	6.72471258116762e-14	1.0	0.4957393483709273	-0.5042606516290726	2.459636246529276	0.7007708728652752	-0.18000575513472483	-2.840586567654215	5	0	0	32	12	20
chr10	45535372	45536371	promoter_MARCHF8_HGNC:23356	AlleleSpecificMethylation	Uncategorized	MALE	7	0.045454545454545456	0.0004714254387489425	0.4	0.9258241758241759	0.5258241758241758	2.1359112062786645	0.6298076923076923	-0.008668413692307753	-0.07319364803946898	2	0	0	25	9	13
chr10	48683873	48684872	promoter_WDFY4_HGNC:29323	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.705790198284395	0.028846153846153848	0.04395604395604395	0.015109890109890108	-1.1143169582254302	0.0	-0.501529928	-6.269404264003048	13	0	0	15	8	7
chr10	67696196	67697195	promoter_CTNNA3_HGNC:2511	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.12933333333333333	-0.5457444276666668	-4.338586989844867	0	0	5	25	0	0
chr10	69087103	69088102	promoter_SRGN_HGNC:9361	Unmethylated	HypoMethylated	MALE	16	0.1038961038961039	0.05869004406572399	0.04006410256410257	0.009615384615384616	-0.030448717948717948	-0.9510576422655984	0.01701923076923077	-0.2787276692307692	-3.182338348644861	16	0	0	25	12	12
chr10	79949106	79950105	promoter_SFTPD_HGNC:10803	Unmethylated	HypoMethylated	MALE	0	0.0	0.10800357088301477	0.25	0.40909090909090906	0.1590909090909091	-0.41351587683479746	0.19664031620553357	-0.4267243267944665	-3.254667017918292	4	0	0	22	13	9
chr10	80289659	80290658	promoter_MAT1A_HGNC:6903	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.000033163228047984685	0.22916666666666669	0.0	-0.22916666666666669	1.4032864396613913	0.15	-0.25984529300000003	-3.63385445722034	10	0	0	14	9	5
chr10	84172801	84173800	promoter_GPR15LG_HGNC:31428	Unmethylated	HypoMethylated	MALE	0	0.0	5.7762797036448596e-6	0.22077922077922077	0.7142857142857143	0.49350649350649345	4.790892720377454	0.1904761904761905	-0.6785955255238095	-10.629889578181546	7	0	0	15	11	4
chr10	96271570	96272569	promoter_BLNK_HGNC:14211	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0					0.0	-0.721121298	-6.232076163106912	0	0	10	18	0	0
chr10	98415183	98416182	promoter_PYROXD2_HGNC:23517	Methylated	HyperMethylated	MALE	13	0.08441558441558442	1.0					0.9152380952380952	0.20074357323809522	3.2161297529386186	0	25	0	15	0	0
chr11	4880900	4881899	promoter_OR51T1_HGNC:15205	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	2.7310176560868356e-6	0.5	1.0	0.5	7.111930857945984	0.7885416666666667	-0.17218818133333336	-4.218689566298828	4	0	0	15	8	7
chr11	5200683	5201682	promoter_OR51V1_HGNC:19597	Unmethylated	HypoMethylated	MALE	0	0.0	1.0					0.0909090909090909	-0.581644812090909	-3.5861205046803777	0	3	0	33	0	0
chr11	5350508	5351507	promoter_OR51B6_HGNC:19600	AlleleSpecificMethylation	Uncategorized	MALE	33	0.21428571428571427	2.1236612945110292e-8	0.5952380952380952	0.0	-0.5952380952380952	1.4713613174972109	0.2556521739130435	-0.1252917550869565	-0.8082441365428769	3	0	0	25	14	11
chr11	5487685	5488684	promoter_OR52D1_HGNC:15212	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	0.0001486121933430605	0.3571428571428571	0.9150326797385621	0.557889822595705	7.503635654498619	0.7758333333333334	-0.1696865506666666	-2.4433423717768017	2	0	0	24	7	17
chr11	5509958	5510957	promoter_UBQLN3_HGNC:12510	Unmethylated	HypoMethylated	MALE	0	0.0	0.051031069722640904	0.10416666666666667	0.24242424242424243	0.13825757575757577	-0.4083898101252624	0.09614313561681982	-0.5335170953831802	-4.178080314220259	6	0	0	20	8	11
chr11	5760153	5761152	promoter_OR56B2P_HGNC:15246	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.08571428571428572	0.05	-0.03571428571428571	-0.979321870026544	0.06545454545454546	-0.5777180735454546	-3.7816396133441565	2	0	0	23	12	9
chr11	5941251	5942250	promoter_OR56A3_HGNC:14786	Unmethylated	HypoMethylated	MALE	2	0.012987012987012988	1.0	0.0	0.0	0.0	-1.1870505654898034	0.05555555555555555	-0.7143061414444444	-4.428771379322162	3	0	0	18	8	10
chr11	5986986	5987985	promoter_OR52L1_HGNC:14785	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.043478260869565216	0.0	-0.043478260869565216	-0.7843903251952179	0.030303030303030304	-0.8138694876969698	-6.321763278171375	1	0	0	33	23	10
chr11	6440988	6441987	promoter_HPX_HGNC:5171	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	0.0003167933554186224	0.8968253968253969	0.3666666666666667	-0.5301587301587302	3.0707938286376253	0.5	-0.404215668	-5.759024267049025	3	0	0	17	6	10
chr11	6799690	6800689	promoter_OR6A2_HGNC:15301	AlleleSpecificMethylation	Uncategorized	MALE	23	0.14935064935064934	1.0924457000606758e-8	0.03333333333333333	0.8333333333333333	0.8	2.3024055039194673	0.0625	-0.251279316	-1.4904681137240705	2	0	0	32	15	9
chr11	9663077	9664076	promoter_SWAP70_HGNC:17070	Unmethylated	HypoMethylated	MALE	0	0.0	0.4742780811680471	0.0748663101604278	0.08823529411764706	0.013368983957219253	-0.3694294353622422	0.08152734778121773	-0.24579976621878225	-19.047112373558573	51	0	0	19	11	8
chr11	19060718	19061717	promoter_MRGPRX2_HGNC:17983	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	9.18285105354802e-32	0.6422657952069717	0.015873015873015872	-0.6263927793339558	7.320918510637056	0.24409838091706837	-0.06283552908293161	-1.7543323095072232	9	0	0	29	15	14
chr11	26722061	26723060	promoter_SLC5A12_HGNC:28750	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	0.0012377219869080544	0.0	0.14583333333333334	0.14583333333333334	0.14763323352921104	0.023809523809523808	-0.8196793731904761	-7.373808960362095	6	0	0	20	12	8
chr11	48215810	48216809	promoter_OR4B1_HGNC:8290	AlleleSpecificMethylation	Uncategorized	MALE	18	0.11688311688311688	0.0031215161649944243	1.0	0.4375	-0.5625	1.6509941238105441	0.5349264705882353	-0.2017694094117647	-1.514351992061046	2	0	0	16	6	7
chr11	48244104	48245103	promoter_OR4X2_HGNC:15184	Unmethylated	HypoMethylated	MALE	0	0.0	0.020979020979021094	0.75	0.0	-0.75	3.2699549987906753	0.19444444444444445	-0.6013333645555555	-4.563308680683422	1	0	0	36	8	5
chr11	48262861	48263860	promoter_OR4X1_HGNC:14854	Unmethylated	HypoMethylated	MALE	4	0.025974025974025976	0.20902633896705816	0.11904761904761905	0.025641025641025644	-0.09340659340659341	-0.5925466125739024	0.03580246913580246	-0.4997538118641975	-3.1929726990182914	3	0	0	27	14	13
chr11	48323920	48324919	promoter_OR4C3_HGNC:14697	Unmethylated	HypoMethylated	MALE	1	0.006493506493506494	1.0	0.0	0.0	0.0	-1.4289930166844016	0.0	-0.672001459	-3.887258159993715	2	0	0	27	12	11
chr11	55826219	55827218	promoter_OR5L2_HGNC:8351	AlleleSpecificMethylation	HyperASM	MALE	1	0.006493506493506494	2.6734685280401084e-11	0.15	0.9117647058823529	0.7617647058823529	5.403384730335361	0.5	-0.356196575	-3.693881421698823	2	0	0	37	20	17
chr11	55994626	55995625	promoter_OR5F1_HGNC:8343	AlleleSpecificMethylation	Uncategorized	MALE	9	0.05844155844155844	0.002785154003353007	1.0	0.4	-0.6	2.880967059877592	0.5	-0.306016439	-1.9428951136228785	1	0	0	26	10	15
chr11	56121373	56122372	promoter_OR8H3_HGNC:15309	AlleleSpecificMethylation	HyperASM	MALE	0	0.0	1.0723885331057675e-11	0.3095238095238095	0.8666666666666667	0.5571428571428572	4.838718044456648	0.49548907882241217	-0.3503909641775878	-3.725178779465024	6	0	0	26	14	10
chr11	56234256	56235255	promoter_OR5T2_HGNC:15296	Unmethylated	HypoMethylated	MALE	0	0.0	0.0011486236047490435	0.11746031746031745	0.4523809523809524	0.3349206349206349	1.2484343799830275	0.12106858658582798	-0.582553753414172	-4.123835263234074	3	0	0	28	14	14
chr11	56698095	56699094	promoter_OR9G1_HGNC:15319	Unmethylated	HypoMethylated	MALE	0	0.0	0.3073437710932222	0.09614624505928854	0.14772727272727273	0.05158102766798418	-2.2864931997796227	0.19273659715710725	-0.4039128638428928	-6.123867101228951	8	1	0	48	22	11
chr11	58022881	58023880	promoter_OR9Q1_HGNC:14724	Unmethylated	HypoMethylated	MALE	0	0.0	0.004657101719296183	0.0619047619047619	0.24025974025974026	0.17835497835497835	0.07060205839935224	0.11167203723594699	-0.5547213577640531	-4.027979472458791	7	0	0	20	9	11
chr11	58938488	58939487	promoter_GLYATL1_HGNC:30519	Unmethylated	HypoMethylated	MALE	0	0.0	2.5889895218336445e-7	0.03896103896103896	0.43571428571428567	0.39675324675324675	3.6300690215633313	0.17271514493736714	-0.6593372820626329	-8.65638545515693	7	2	0	27	11	5
chr11	59212928	59213927	promoter_MPEG1_HGNC:29619	Unmethylated	HypoMethylated	MALE	0	0.0	0.004131781961238622	0.0	0.125	0.125	-0.25689249028549005	0.022817460317460316	-0.5519620586825397	-5.747259716376973	6	0	0	21	9	12
