gene	gene_id	transcript	canonical	mane_select	lof_hc_lc.obs	lof_hc_lc.exp	lof_hc_lc.possible	lof_hc_lc.oe	lof_hc_lc.mu	lof_hc_lc.pLI	lof_hc_lc.pNull	lof_hc_lc.pRec	lof.obs	lof.exp	lof.possible	lof.oe	lof.mu	lof.pLI	lof.pNull	lof.pRec	lof.oe_ci.lower	lof.oe_ci.upper	lof.oe_ci.upper_rank	lof.oe_ci.upper_bin_decile	lof.z_raw	lof.z_score	mis.obs	mis.exp	mis.possible	mis.oe	mis.mu	mis.oe_ci.lower	mis.oe_ci.upper	mis.z_raw	mis.z_score	mis_pphen.obs	mis_pphen.exp	mis_pphen.possible	mis_pphen.oe	syn.obs	syn.exp	syn.possible	syn.oe	syn.mu	syn.oe_ci.lower	syn.oe_ci.upper	syn.z_raw	syn.z_score	constraint_flags	level	transcript_type	chromosome	cds_length	num_coding_exons
POLI	11201	NM_001351614.2	false	false	19	2.1838e+01	136	8.7006e-01	3.7458e-07	1.4574e-06	2.5201e-01	7.4799e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	3.1244e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	93	8.0742e+01	439	1.1518e+00	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351615.2	false	false	21	2.1903e+01	136	9.5879e-01	3.7595e-07	1.0403e-07	3.9873e-01	6.0127e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	3.1244e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	93	8.0742e+01	439	1.1518e+00	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351616.1	false	false	25	1.8320e+01	113	1.3646e+00	3.3631e-07	2.4730e-11	8.8443e-01	1.1557e-01	10	5.9442e+00	34	1.6823e+00	8.6384e-08	1.8321e-05	5.9961e-01	4.0037e-01	9.6100e-01	1.9500e+00	NA	NA	-1.6635e+00	-1.4095e+00	387	3.4014e+02	1846	1.1378e+00	1.9867e-06	1.0460e+00	1.2380e+00	-2.5409e+00	-9.2794e-01	NA	NA	NA	NA	140	1.2279e+02	520	1.1401e+00	1.1632e-06	9.9300e-01	1.3120e+00	-1.5530e+00	-8.4644e-01	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351617.2	false	false	20	2.1453e+01	134	9.3227e-01	3.6779e-07	3.0730e-07	3.4826e-01	6.5174e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	1.8286e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	NA	NA	NA	NA	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351618.2	false	false	20	2.1453e+01	134	9.3227e-01	3.6779e-07	3.0730e-07	3.4826e-01	6.5174e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	1.8286e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	NA	NA	NA	NA	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351619.2	false	false	19	2.1838e+01	136	8.7006e-01	3.7458e-07	1.4574e-06	2.5201e-01	7.4799e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	1.8286e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	NA	NA	NA	NA	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351620.2	false	false	19	1.7731e+01	109	1.0716e+00	3.2916e-07	1.1804e-07	5.2981e-01	4.7019e-01	3	4.2460e+00	25	7.0654e-01	5.9162e-08	7.9692e-02	1.6330e-01	7.5701e-01	3.1700e-01	1.6620e+00	NA	NA	6.0469e-01	5.1235e-01	296	3.0149e+02	1681	9.8179e-01	1.5068e-06	8.9200e-01	1.0810e+00	3.1612e-01	1.1544e-01	NA	NA	NA	NA	106	1.0486e+02	474	1.0109e+00	8.5832e-07	8.6300e-01	1.1880e+00	-1.1138e-01	-6.0704e-02	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351621.1	false	false	8	5.9795e+00	37	1.3379e+00	7.7475e-08	2.9168e-04	4.3643e-01	5.6328e-01	8	5.9795e+00	37	1.3379e+00	7.7475e-08	3.1148e-04	4.2475e-01	5.7494e-01	7.5800e-01	1.9030e+00	NA	NA	-8.2629e-01	-7.0010e-01	166	1.1168e+02	546	1.4863e+00	1.4184e-06	1.3090e+00	1.6910e+00	-5.1397e+00	-1.8770e+00	NA	NA	NA	NA	59	4.5970e+01	172	1.2834e+00	7.2610e-07	1.0400e+00	1.5940e+00	-1.9218e+00	-1.0475e+00	[]	NA	NA	NA	NA	NA
POLI	11201	NM_001351632.2	false	false	21	2.1628e+01	135	9.7096e-01	3.7082e-07	8.7764e-08	4.1824e-01	5.8176e-01	6	9.2520e+00	56	6.4851e-01	1.2090e-07	2.7504e-02	1.1995e-01	8.5255e-01	3.5400e-01	1.2770e+00	NA	NA	1.0691e+00	9.0587e-01	403	3.8761e+02	2116	1.0397e+00	2.0021e-06	9.5700e-01	1.1290e+00	-7.8157e-01	-2.8543e-01	NA	NA	NA	NA	141	1.3831e+02	616	1.0195e+00	1.2428e-06	8.8800e-01	1.1720e+00	-2.2883e-01	-1.2472e-01	[]	NA	NA	NA	NA	NA
POLI	11201	NM_007195.3	true	true	26	2.2601e+01	141	1.1504e+00	3.8475e-07	1.3027e-10	7.5482e-01	2.4518e-01	11	1.0226e+01	62	1.0757e+00	1.3482e-07	7.0899e-05	3.7595e-01	6.2398e-01	6.7400e-01	1.7190e+00	NA	NA	-2.4220e-01	-2.0521e-01	462	4.1317e+02	2227	1.1182e+00	3.6543e-06	1.0350e+00	1.2080e+00	-2.4022e+00	-8.7726e-01	95	8.1490e+01	442	1.1658e+00	165	1.5083e+02	646	1.0939e+00	1.4429e-06	9.6300e-01	1.2450e+00	-1.1538e+00	-6.2888e-01	[]	NA	NA	NA	NA	NA
POLI	11201	XM_005258192.4	false	false	8	5.9795e+00	37	1.3379e+00	7.7475e-08	2.9168e-04	4.3643e-01	5.6328e-01	8	5.9795e+00	37	1.3379e+00	7.7475e-08	3.1148e-04	4.2475e-01	5.7494e-01	7.5800e-01	1.9030e+00	NA	NA	-8.2629e-01	-7.0010e-01	166	1.1168e+02	546	1.4863e+00	1.4184e-06	1.3090e+00	1.6910e+00	-5.1397e+00	-1.8770e+00	NA	NA	NA	NA	59	4.5970e+01	172	1.2834e+00	7.2610e-07	1.0400e+00	1.5940e+00	-1.9218e+00	-1.0475e+00	[]	NA	NA	NA	NA	NA
POLI	11201	XM_011525797.1	false	false	8	5.9795e+00	37	1.3379e+00	7.7475e-08	2.9168e-04	4.3643e-01	5.6328e-01	8	5.9795e+00	37	1.3379e+00	7.7475e-08	3.1148e-04	4.2475e-01	5.7494e-01	7.5800e-01	1.9030e+00	NA	NA	-8.2629e-01	-7.0010e-01	166	1.1168e+02	546	1.4863e+00	1.4184e-06	1.3090e+00	1.6910e+00	-5.1397e+00	-1.8770e+00	NA	NA	NA	NA	59	4.5970e+01	172	1.2834e+00	7.2610e-07	1.0400e+00	1.5940e+00	-1.9218e+00	-1.0475e+00	[]	NA	NA	NA	NA	NA
POLI	11201	XM_024451081.1	false	false	18	2.0728e+01	131	8.6838e-01	3.5450e-07	2.8734e-06	2.4789e-01	7.5211e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	3.1244e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	93	8.0742e+01	439	1.1518e+00	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	NA	NA	NA	NA	NA
POLI	ENSG00000101751	ENST00000217800	false	false	18	2.0728e+01	131	8.6838e-01	3.5450e-07	2.8734e-06	2.4789e-01	7.5211e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	3.1294e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	74	6.9507e+01	389	1.0646e+00	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	1	protein_coding	chr18	2034	9
POLI	ENSG00000101751	ENST00000406285	false	false	26	1.8495e+01	114	1.4058e+00	3.3933e-07	6.0607e-12	9.1148e-01	8.8525e-02	11	6.1191e+00	35	1.7976e+00	8.9410e-08	4.8560e-06	6.6832e-01	3.3168e-01	1.0310e+00	1.9590e+00	NA	NA	-1.9731e+00	-1.6718e+00	386	3.3996e+02	1845	1.1354e+00	2.7982e-06	1.0440e+00	1.2350e+00	-2.4969e+00	-9.1184e-01	51	4.0106e+01	247	1.2716e+00	140	1.2279e+02	520	1.1401e+00	1.1632e-06	9.9300e-01	1.3120e+00	-1.5530e+00	-8.4644e-01	[]	2	protein_coding	chr18	1983	9
POLI	ENSG00000101751	ENST00000577612	false	false	6	3.7694e+00	25	1.5918e+00	5.7192e-08	1.1480e-03	4.2466e-01	5.7419e-01	6	3.7694e+00	25	1.5918e+00	5.7192e-08	1.2252e-03	4.1306e-01	5.8572e-01	7.8300e-01	1.9400e+00	NA	NA	-1.1489e+00	-9.7348e-01	145	9.6302e+01	454	1.5057e+00	1.6498e-06	1.3150e+00	1.7280e+00	-4.9624e+00	-1.8122e+00	31	2.7241e+01	140	1.1380e+00	52	4.0763e+01	149	1.2757e+00	7.2054e-07	1.0200e+00	1.6070e+00	-1.7601e+00	-9.5932e-01	[]	2	protein_coding	chr18	585	4
POLI	ENSG00000101751	ENST00000579434	false	false	21	2.1903e+01	136	9.5879e-01	3.7595e-07	1.0403e-07	3.9873e-01	6.0127e-01	3	8.3524e+00	52	3.5918e-01	1.0457e-07	4.3422e-01	3.4281e-02	5.3149e-01	1.6300e-01	9.2800e-01	NA	NA	1.8520e+00	1.5692e+00	372	3.7470e+02	2063	9.9280e-01	3.1244e-06	9.1100e-01	1.0820e+00	1.3938e-01	5.0902e-02	93	8.0742e+01	439	1.1518e+00	131	1.3290e+02	600	9.8572e-01	1.1381e-06	8.5400e-01	1.1400e+00	1.6463e-01	8.9730e-02	[]	1	protein_coding	chr18	1911	8
POLI	ENSG00000101751	ENST00000579534	true	true	26	2.2601e+01	141	1.1504e+00	3.8475e-07	1.3027e-10	7.5482e-01	2.4518e-01	11	1.0226e+01	62	1.0757e+00	1.3482e-07	7.0899e-05	3.7595e-01	6.2398e-01	6.7400e-01	1.7190e+00	16342	8	-2.4220e-01	-2.0521e-01	462	4.1317e+02	2227	1.1182e+00	3.6543e-06	1.0350e+00	1.2080e+00	-2.4022e+00	-8.7726e-01	95	8.1490e+01	442	1.1658e+00	165	1.5083e+02	646	1.0939e+00	1.4429e-06	9.6300e-01	1.2450e+00	-1.1538e+00	-6.2888e-01	[]	2	protein_coding	chr18	2220	10
POLI	ENSG00000101751	ENST00000580880	false	false	0	3.5512e+00	24	0.0000e+00	4.3290e-08	7.1999e-01	2.4911e-02	2.5510e-01	0	3.5512e+00	24	0.0000e+00	4.3290e-08	7.2982e-01	2.3014e-02	2.4716e-01	0.0000e+00	8.3900e-01	NA	NA	1.8845e+00	1.5967e+00	73	6.9366e+01	358	1.0524e+00	1.1687e-06	8.7000e-01	1.2790e+00	-4.3636e-01	-1.5936e-01	38	3.5143e+01	184	1.0813e+00	25	2.7348e+01	123	9.1413e-01	4.1959e-07	6.6500e-01	1.2770e+00	4.4906e-01	2.4476e-01	[]	1	protein_coding	chr18	436	3
POLI	ENSG00000101751	ENST00000583136	false	false	3	5.2807e+00	32	5.6810e-01	6.8681e-08	1.2626e-01	1.2496e-01	7.4877e-01	0	4.1064e+00	27	0.0000e+00	4.7227e-08	7.8307e-01	1.5899e-02	2.0103e-01	0.0000e+00	7.2800e-01	NA	NA	2.0264e+00	1.7170e+00	76	7.3209e+01	382	1.0381e+00	1.1795e-06	8.6200e-01	1.2560e+00	-3.2618e-01	-1.1912e-01	39	3.5296e+01	186	1.1049e+00	25	2.8038e+01	126	8.9164e-01	4.1959e-07	6.4900e-01	1.2450e+00	5.7380e-01	3.1275e-01	[]	1	protein_coding	chr18	667	5
POT1	25913	NM_001042594.2	false	false	22	3.4803e+01	183	6.3213e-01	6.4798e-07	3.1032e-05	2.0728e-02	9.7924e-01	21	3.3706e+01	177	6.2304e-01	6.2882e-07	6.4131e-05	1.9294e-02	9.8064e-01	4.4100e-01	8.9700e-01	NA	NA	2.1885e+00	1.8543e+00	303	3.7119e+02	1940	8.1630e-01	3.7513e-06	7.4200e-01	8.9800e-01	3.5391e+00	1.2925e+00	63	1.1227e+02	554	5.6113e-01	131	1.3832e+02	594	9.4710e-01	1.5564e-06	8.2100e-01	1.0950e+00	6.2216e-01	3.3911e-01	[]	NA	NA	NA	NA	NA
POT1	25913	NM_015450.3	true	true	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	NA	NA	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	NA	NA	NA	NA	NA
POT1	ENSG00000128513	ENST00000357628	true	true	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	7529	4	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	2	protein_coding	chr7	1902	15
POT1	ENSG00000128513	ENST00000393329	false	false	22	3.4803e+01	183	6.3213e-01	6.4798e-07	3.1032e-05	2.0728e-02	9.7924e-01	21	3.3706e+01	177	6.2304e-01	6.2882e-07	6.4131e-05	1.9294e-02	9.8064e-01	4.4100e-01	8.9700e-01	NA	NA	2.1885e+00	1.8543e+00	303	3.7119e+02	1940	8.1630e-01	3.7513e-06	7.4200e-01	8.9800e-01	3.5391e+00	1.2925e+00	63	1.1227e+02	554	5.6113e-01	131	1.3832e+02	594	9.4710e-01	1.5564e-06	8.2100e-01	1.0950e+00	6.2216e-01	3.3911e-01	[]	3	protein_coding	chr7	1509	12
POT1	ENSG00000128513	ENST00000429326	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4.7600e+00	24	8.4033e-01	7.3306e-08	4.0800e-01	1.7260e+00	3.4835e-01	1.2722e-01	0	7.3460e-01	5	0.0000e+00	0	9.4829e-01	6	0.0000e+00	1.6010e-08	0.0000e+00	1.7370e+00	9.7380e-01	5.3076e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	135	3
POT1	ENSG00000128513	ENST00000430927	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	4.2085e+02	2188	7.8412e-01	3.9659e-06	7.1600e-01	8.5900e-01	4.4287e+00	1.6173e+00	76	1.3963e+02	693	5.4429e-01	147	1.5243e+02	661	9.6436e-01	1.5466e-06	8.4200e-01	1.1060e+00	4.4008e-01	2.3986e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1554	12
POT1	ENSG00000128513	ENST00000446993	false	false	11	1.6477e+01	88	6.6759e-01	2.1392e-07	2.2288e-03	9.1166e-02	9.0661e-01	10	1.5380e+01	82	6.5021e-01	1.9476e-07	4.6181e-03	8.5084e-02	9.1030e-01	4.0000e-01	1.1030e+00	NA	NA	1.3718e+00	1.1623e+00	120	1.6833e+02	862	7.1287e-01	2.2542e-06	6.1400e-01	8.3000e-01	3.7253e+00	1.3605e+00	34	6.3155e+01	306	5.3836e-01	58	6.1352e+01	262	9.4536e-01	7.0461e-07	7.6400e-01	1.1760e+00	4.2796e-01	2.3326e-01	[]	2	protein_coding	chr7	640	6
POT1	ENSG00000128513	ENST00000607932	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	4.2085e+02	2188	7.8412e-01	3.9659e-06	7.1600e-01	8.5900e-01	4.4287e+00	1.6173e+00	76	1.3963e+02	693	5.4429e-01	147	1.5243e+02	661	9.6436e-01	1.5466e-06	8.4200e-01	1.1060e+00	4.4008e-01	2.3986e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1554	12
POT1	ENSG00000128513	ENST00000608057	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	155	2.2854e+02	1170	6.7822e-01	2.5609e-06	5.9400e-01	7.7500e-01	4.8646e+00	1.7765e+00	21	5.4175e+01	279	3.8763e-01	80	8.1455e+01	353	9.8213e-01	7.4368e-07	8.1900e-01	1.1830e+00	1.6124e-01	8.7882e-02	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1020	8
POT1	ENSG00000128513	ENST00000609106	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	344	4.3592e+02	2270	7.8913e-01	3.9590e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	76	1.4179e+02	704	5.3599e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1740	14
POT1	ENSG00000128513	ENST00000609702	false	false	0	8.2631e-02	1	0.0000e+00	1.0756e-09	2.8235e-01	1.5290e-01	5.6475e-01	0	8.2631e-02	1	0.0000e+00	1.0756e-09	2.9366e-01	1.4493e-01	5.6141e-01	0.0000e+00	1.8910e+00	NA	NA	2.8746e-01	2.4356e-01	1	2.2375e+00	13	4.4693e-01	3.3668e-08	1.5200e-01	1.6880e+00	8.2729e-01	3.0212e-01	0	1.2728e+00	8	0.0000e+00	1	1.0404e+00	6	9.6113e-01	1.7956e-08	2.6000e-01	1.8890e+00	3.9646e-02	2.1609e-02	[]	2	protein_coding	chr7	221	3
POT1	ENSG00000128513	ENST00000653241	false	false	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	NA	NA	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	2	protein_coding	chr7	1902	15
POT1	ENSG00000128513	ENST00000653274	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	344	4.3592e+02	2270	7.8913e-01	3.8719e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	43	9.7291e+01	504	4.4198e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1701	13
POT1	ENSG00000128513	ENST00000653819	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4.7600e+00	24	8.4033e-01	7.3306e-08	4.0800e-01	1.7260e+00	3.4835e-01	1.2722e-01	0	7.3460e-01	5	0.0000e+00	0	9.4829e-01	6	0.0000e+00	1.6010e-08	0.0000e+00	1.7370e+00	9.7380e-01	5.3076e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	135	3
POT1	ENSG00000128513	ENST00000653892	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4.7600e+00	24	8.4033e-01	7.3306e-08	4.0800e-01	1.7260e+00	3.4835e-01	1.2722e-01	0	7.3460e-01	5	0.0000e+00	0	9.4829e-01	6	0.0000e+00	1.6010e-08	0.0000e+00	1.7370e+00	9.7380e-01	5.3076e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	135	3
POT1	ENSG00000128513	ENST00000654766	false	false	20	3.1441e+01	172	6.3611e-01	5.6838e-07	6.6964e-05	2.7566e-02	9.7237e-01	20	3.1441e+01	172	6.3611e-01	5.6838e-07	7.0147e-05	2.6318e-02	9.7361e-01	4.4700e-01	9.2400e-01	NA	NA	2.0404e+00	1.7288e+00	273	3.6311e+02	1889	7.5183e-01	3.2640e-06	6.8000e-01	8.3100e-01	4.7291e+00	1.7270e+00	32	7.9263e+01	416	4.0372e-01	132	1.3272e+02	573	9.9459e-01	1.1111e-06	8.6300e-01	1.1490e+00	6.2379e-02	3.3999e-02	[]	2	protein_coding	chr7	1677	13
POT1	ENSG00000128513	ENST00000655761	false	false	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	NA	NA	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	2	protein_coding	chr7	1902	15
POT1	ENSG00000128513	ENST00000657333	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4.7600e+00	24	8.4033e-01	7.3306e-08	4.0800e-01	1.7260e+00	3.4835e-01	1.2722e-01	0	7.3460e-01	5	0.0000e+00	0	9.4829e-01	6	0.0000e+00	1.6010e-08	0.0000e+00	1.7370e+00	9.7380e-01	5.3076e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	135	3
POT1	ENSG00000128513	ENST00000661898	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	4.2085e+02	2188	7.8412e-01	3.8193e-06	7.1600e-01	8.5900e-01	4.4287e+00	1.6173e+00	42	8.9317e+01	455	4.7023e-01	147	1.5243e+02	661	9.6436e-01	1.5466e-06	8.4200e-01	1.1060e+00	4.4008e-01	2.3986e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	1527	12
POT1	ENSG00000128513	ENST00000664330	false	false	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4.7600e+00	24	8.4033e-01	7.3306e-08	4.0800e-01	1.7260e+00	3.4835e-01	1.2722e-01	0	7.3460e-01	5	0.0000e+00	0	9.4829e-01	6	0.0000e+00	1.6010e-08	0.0000e+00	1.7370e+00	9.7380e-01	5.3076e-01	["no_exp_lof"]	2	nonsense_mediated_decay	chr7	135	3
POT1	ENSG00000128513	ENST00000664366	false	false	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	NA	NA	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	2	protein_coding	chr7	1902	15
POT1	ENSG00000128513	ENST00000668382	false	false	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.3974e-05	1.3665e-02	9.8630e-01	23	3.7429e+01	203	6.1450e-01	6.5045e-07	3.5567e-05	1.3038e-02	9.8693e-01	4.4100e-01	8.7100e-01	NA	NA	2.3584e+00	1.9983e+00	344	4.3592e+02	2270	7.8913e-01	3.9448e-06	7.2200e-01	8.6300e-01	4.4028e+00	1.6079e+00	74	1.3797e+02	683	5.3636e-01	154	1.5994e+02	692	9.6288e-01	1.5606e-06	8.4400e-01	1.1010e+00	4.6940e-01	2.5584e-01	[]	2	protein_coding	chr7	1902	15
PPP1R2B	153743	NM_206858.3	true	true	7	8.2231e+00	44	8.5126e-01	2.2404e-07	4.2000e-03	2.1954e-01	7.7626e-01	7	8.2231e+00	44	8.5126e-01	2.2404e-07	4.4386e-03	2.1146e-01	7.8411e-01	4.8200e-01	1.5670e+00	NA	NA	4.2654e-01	3.6140e-01	95	1.0520e+02	568	9.0303e-01	1.3859e-06	7.6400e-01	1.0710e+00	9.9462e-01	3.6323e-01	29	2.3600e+01	145	1.2288e+00	51	4.0529e+01	161	1.2584e+00	5.1553e-07	1.0040e+00	1.5890e+00	-1.6447e+00	-8.9645e-01	[]	NA	NA	NA	NA	NA
